핸들,이름,계정유형,국가,팔로워,게시물수,최근30일게시수,최근12개중앙조회수,최고조회수,배수상위3개,평소좋아요율,주력카테고리,최근20개중광고수,공구·판매링크운영,배정적합(김·오·선),등급(S·A·B·제외),허수판정,허수사유,마지막정면채굴일시,마지막확인shortcode,재방문예정일,발굴경로(엔진·시드계정),이계정채택수,사람검토,사람메모
yaksawiki,김현영,해외 약사 인플루언서,,5515,17,0,11000,13000,,,호주·한국 약사·유튜브·건강정보,,,공용,B,실계정,,2026-08-06T01:08:36.102Z,DZvroDdSTL0,2026-08-12T00:09:58+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
onnuripharmacy,온누리약국 공식 인스타그램,국내 메디컬 인접 계정,,9108,763,3,899,60000,,,약국체인·약국영양제·건강정보,,,공용,B,실계정,,2026-08-06T00:17:50.821Z,DaCcyOFATVu,2026-09-05T09:17:50.821+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
cellmed.official,셀메드,국내 메디컬 인접 계정,한국,9824,137,,131000,657000,,,약국·건강기능식품·약사상담·건강정보,미확인,없음,공용,B,중복,기존 row 46의 cellmed.official과 동일 계정으로 확인된 재방문 기록,2026-08-06T00:14:17.865Z,DaJtdlYCJ87,2026-09-05T09:14:17.865+09:00,E2 팔로잉 목록·Instagram 직접 확인 · E1·E2,0,,"셀메드 공식 프로필과 약국 찾기 링크·상담 특화 약국·러닝 건강정보·약잘알팁 하이라이트를 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 계정 핸들 중복 병합: 동일 핸들 행 2건을 1건으로 정리; 확인된 발굴 경로=E1·E2 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
choeunpharm,조은영,국내 약사 인플루언서,,200,83,,932.5,3786,,,약국영양제·영양정보·약국상담·건강정보,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:54:15.819Z,DL7AkiHRZP4,2026-09-05T08:54:15.819+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
medi2388_,약사가든,국내 약사 인플루언서,한국,260,242,10,158.5,1367,,,약국·영양·운동·마인드,미확인,미확인,공용,B,중복,기존 row 48의 medi2388_과 동일 계정으로 확인된 재방문 기록,2026-08-05T23:54:15.819Z,DbpHAA0iUEs,2026-09-05T08:54:15.819+09:00,E2 onnuripharmacy 팔로잉 목록·Instagram 직접 확인 · E1·E6,0,,"서울시 양천구 새열린약국과 영양·운동·마인드 균형을 소개하는 공개 프로필을 직접 확인했으며 기존 원장 중복으로 신규 계정 수에는 포함하지 않고 콘텐츠 원문도 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 계정 핸들 중복 병합: 동일 핸들 행 2건을 1건으로 정리; 확인된 발굴 경로=E1·E6 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
swmedical_official,수원메디칼약국,국내 메디컬 인접 계정,,135,143,0,,,,,지역 약국·약국영양제·건강정보,,,공용,B,실계정,,2026-08-08T13:03:29+09:00,DZGUzuKTd3q,2026-09-07T13:03:29+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 11/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 11건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-08 로그인 세션 재확인: 공개 릴스 11개 조회수 148·171·315·176·1660·83·42·34·73·267·184 확인; 스크롤 후에도 12번째 릴스 미노출; 중앙값·최고조회수는 미계산 유지"
connectcare_official,커넥트케어-약·올바르게 복용하자,국내 메디컬 인접 계정,,2933,323,10,255,344,,,복약관리·맞춤영양제·약사상담,,,공용,B,실계정,,2026-08-06T00:31:14.225Z,DOZ-z1JgTHM,2026-09-05T09:31:14.225+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
vippharm,약사의마을,국내 메디컬 인접 계정,,1132,157,,,,,,건강 큐레이션·약국·영양정보,,,공용,B,실계정,,2026-08-06T00:37:45.884Z,ClDR3UZpHNo,2026-09-05T09:37:45.884+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
sani_and_haeng,사니엘블랑 𝑠𝑎𝑛𝑖 𝐿 / 르메이엘 𝑙𝑒 𝑚𝑒𝑖𝑙𝑙,국내 메디컬 인접 계정,,21.2만,7857,11,78000,19340000,,,문제성피부·체중관리·뷰티브랜드·건강기능식품,,,공용,B,실계정,,2026-08-06T00:05:22.194Z,C-7MdapIPGH,2026-09-05T09:05:22.194+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
official_medicoach,맞춤영양제 메디코치 | MEDICOACH,국내 메디컬 인접 계정,,4608,201,,693,10000,,,맞춤영양제·건강데이터·약사상담,,,공용,B,실계정,,2026-08-06T00:27:06.777Z,DXSnNHOk9HX,2026-09-05T09:27:06.777+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
simple.yaksa,심플약사 | 이상민,국내 약사 인플루언서,,13.6만,203,11,92000,1930000,,,영양제·마그네슘·생활건강·유튜브,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-08T13:55:30+09:00,DNVRqUFPCFb,2026-09-07T13:55:30+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정 | 2026-08-08 logged-in read-only recent12 recheck: 12 reel views exposed; latest12 median 92000 and max 1930000; first tile visibly pinned in the DOM; evidence DNVRqUFPCFb through DapqzfGvl8F; other account metrics remain unresolved.
_eoyeomo_official,어여모,국내 메디컬 인접 계정,,1558,201,,886,4572,,,어린이·여성건강·약사모임·임산부상담,,,공용,B,실계정,,2026-08-05T17:34:26.095Z,CzdK9ahLPEC,2026-09-05T02:34:26.095+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
myyaksa,장세경 마이약사 | 건강·피부·일상,국내 약사 인플루언서,,2.8만,115,,30500,246000,8.79x(DbnUYqJJWN0); 3.5x(DadZZr3pTY6); 3.36x(Daa11H2pFtK),0.0064,건강·피부·영양제·약국,,,김주성·오약·선영·공용,B,실계정,,2026-08-07T03:34:10+09:00,DbnUYqJJWN0,2026-08-13T20:08:32+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 12/12, 평소좋아요율 0.64% | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 재방문: 공개 릴스 12건과 조회수 12/12를 확인. 좋아요·댓글은 기존 동일 shortcode raw 지표를 결합했으며 게시일·캡션·영상 세부는 미확인. | 2026-08-07T03:34:10+09:00 myyaksa/DbnUYqJJWN0 직접 릴스 페이지 확인: 게시일·캡션·영상 길이 확인, 훅·구조·편집장치는 미측정"
dobi_yaksa,당신의 건강습관 메이커 | 도비약사 | 정인지,국내 약사 인플루언서,,15.5만,1468,11,29500,737000,,0.46%,영양제·먹거리·육아·건강습관,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-08T13:45:40+09:00,DV91JY1gTnM,2026-09-07T13:45:40+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 12/12, 평소좋아요율 0.46% | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-08 logged-in read-only recent12 recheck: 12 reel views exposed; latest12 median 29500 and max 737000; first 3 tiles visibly pinned in the DOM; evidence DV91JY1gTnM through Dbb2QSrBGAG; other account metrics remain unresolved."
jy_yaksa,주연약사 | 피부&건강&관리,국내 약사 인플루언서,,7.7만,188,9,,,,,피부·상비약·영양제·여드름,,,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:37:20.362Z,DbUGgjSE11f,2026-09-05T08:37:20.362+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
ssok_yaksa,여성건강에 필요한정보만 쏙! | 쏙약사,국내 약사 인플루언서,,2.3만,168,,9754,53000,,,여성건강·임신준비·영양제·식재료,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:44:09.321Z,DblCUTGFAyW,2026-09-05T08:44:09.321+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
woojoobe.yak,우주비 | 약사엄마ㆍ건강 육아,국내 약사 인플루언서,,2.1만,255,,,,,,육아·키즈건강·영양제·엄마건강,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:44:09.321Z,DbjwZjrkvi_,2026-09-05T08:44:09.321+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
ggnn_yaksa,정세운약사의 건강나눔,국내 약사 인플루언서,,1.1만,310,11,,,,0.58%,면역·탈모·장건강·피부건강·건강기능식품,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:48:02.549Z,DI3Vlz0i5Hr,2026-09-05T08:48:02.549+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 11/12, 평소좋아요율 0.58% | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yak.filter,필터약사 신동호ㅣ딸에게 꼭 알려주고싶은 여성건강 tmi,국내 약사 인플루언서,,4.2만,159,8,,,,5.93%,여성건강·임신준비·출산·육아·아이영양제,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T15:10:12.926Z,DUIijcdki6V,2026-09-05T00:10:12.926+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 12/12, 평소좋아요율 5.93% | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
dani_yaksa,다니 약사 | 강단 | 육아 건강 정보,국내 약사 인플루언서,,2.1만,87,5,,,,,육아·영양제·워킹맘·건강정보,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:44:09.321Z,DaRdeqfz9Ai,2026-09-05T08:44:09.321+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
yaksasum,약사슴 | 약사 박혜지,국내 약사 인플루언서,,1.2만,325,,,,,0.43%,웰니스·피부·다이어트·가족건강,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:48:02.549Z,DR9wJVLkSWj,2026-09-05T08:48:02.549+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 11/12, 평소좋아요율 0.43% | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
run.pharmacist,런약사,국내 약사 인플루언서,,9820,795,7,59500,619000,,,러닝·운동·약국·가족건강,,,김주성·오약·공용,B,실계정,,2026-08-05T23:48:02.549Z,DV57UvVktLl,2026-08-12T00:27:51+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
yaksamom,약사맘 👩🏻‍⚕️ 박신영 | 건강·피부에 진심인 약사,국내 약사 인플루언서,,12.9만,5617,,9040,1386000,,,피부·영양제·여성건강·약국,,있음,김주성·오약·선영·공용,B,실계정,,2026-08-08T14:03:49+09:00,C9FDEOdyBBi,2026-09-07T14:03:49+09:00,E1 공개 웹 후보·Instagram 직접 확인,0,,"2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 0/12 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-08 logged-in read-only recent12: 12/12 reel views; median 9040; max 1386000; first two tiles visibly pinned; recent30 post count, usual-like rate, and recent20 ad count unresolved."
