포맷ID,포맷명,한줄정의,훅유형,구조(비트 단위로 초 배분까지),길이대,편집장치,촬영,자막스타일,제작난이도(상·중·하),필요장비,대표영상URL 3개,대표배수중앙값,국내약사사용계정수,국내약사사용영상수,국내최초사용일,국내최근사용일,소진도,인접버티컬사용,해외사용,이식가능성(상·중·하),이식근거,각색안,어떤주제와붙나,배정적합인물,우리사용이력,재사용가능일,상태,사람검토,사람메모
FMT-DEADLINE-TOOL-ANNOUNCE-001,기한 변경·지원 도구 안내형,기한 변경 제시 → 지원 도구 소개 → 이용 유도,기한 변경 공지형,기한 변경 제시 → 지원 도구 소개 → 이용 유도,,기한 변경과 확장 프로그램 기능을 순서대로 제시,,,,,https://www.instagram.com/yakmanager_official/reel/DOaYqrsCRC8/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 기한 변경 공지형→기한 변경 제시 → 지원 도구 소개 → 이용 유도→기한 변경과 확장 프로그램 기능을 순서대로 제시. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 상담·재고·복약 실무의 기한과 준비물을 한 화면 체크리스트로 전달한다.,약국·의료현장·불용재고 반품사업 안내,김주성,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-WEEKEND-CHECKUP-HOURS-001,요일별 진료시간 카드형,평일 시간 → 토요일 시간 → 일요일 검진 안내,이용 안내형,평일 시간 → 토요일 시간 → 일요일 검진 안내,,요일별 시간을 카드 자막으로 나눠 제시,,,,,https://www.instagram.com/thebareun_clinic/reel/DbE8Dk4JbkV/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 이용 안내형→평일 시간 → 토요일 시간 → 일요일 검진 안내→요일별 시간을 카드 자막으로 나눠 제시. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 운영시간·상담 가능 시간·예약 준비물을 요일별 카드로 안내한다.,약국·의료현장·내과 진료·건강검진 시간 안내,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-PATIENT-SAFETY-CAMPAIGN-001,부서별 환자안전 캠페인형,행사 소개 → 부서별 메시지 → 환자안전 다짐,캠페인 메시지형,행사 소개 → 부서별 메시지 → 환자안전 다짐,,부서별 한 문장 메시지를 빠르게 이어 붙임,,,,,https://www.instagram.com/kangnam_humc/reel/DAVPIkti_ms/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 캠페인 메시지형→행사 소개 → 부서별 메시지 → 환자안전 다짐→부서별 한 문장 메시지를 빠르게 이어 붙임. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 안전 수칙을 구성원별 한 문장 약속으로 이어 붙이는 캠페인을 만든다.,약국·의료현장·환자안전 주간 메시지,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-STUDENT-PHARMACY-VISIT-001,학생 방문·진로 질문형,학생 방문 → 약국·사무실 소개 → 미래 직업 질문,학생 방문형,학생 방문 → 약국·사무실 소개 → 미래 직업 질문,,방문 공간과 진로 질문을 인터뷰형으로 연결,,,,,https://www.instagram.com/knjbio.academy/reel/DOk29hHj8_f/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 학생 방문형→학생 방문 → 약국·사무실 소개 → 미래 직업 질문→방문 공간과 진로 질문을 인터뷰형으로 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 업무를 예비 약사의 질문과 현장 장면으로 나눠 소개한다.,약국·의료현장·약사 진로 세미나,김주성,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-CAREER-CHOICE-SEMINAR-001,진로 선택지·세미나 안내형,합격 축하 → 진로 선택 질문 → 세미나 안내,진로 질문형,합격 축하 → 진로 선택 질문 → 세미나 안내,,세 가지 진로 선택지를 짧은 카드로 나눠 제시,,,,,https://www.instagram.com/pharmplay_official/reel/C2zmsmVJSSQ/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 진로 질문형→합격 축하 → 진로 선택 질문 → 세미나 안내→세 가지 진로 선택지를 짧은 카드로 나눠 제시. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 근무 상황별 선택지를 질문 카드와 현장 사례로 설명한다.,약국·의료현장·신입 약사 진로 세미나,김주성,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-INTERNATIONAL-CARE-ROUTING-001,국제진료 방문 절차 안내형,국제진료 소개 → 방문객 안내 → 이용 정보 제시,이용 안내형,국제진료 소개 → 방문객 안내 → 이용 정보 제시,,국제진료팀 장면과 방문 절차 자막을 순서대로 제시,,,,,https://www.instagram.com/sam_hospital/reel/DaRCqNvFBm3/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 이용 안내형→국제진료 소개 → 방문객 안내 → 이용 정보 제시→국제진료팀 장면과 방문 절차 자막을 순서대로 제시. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 첫 방문 고객을 위해 상담 절차와 준비물을 담당자 안내로 짧게 보여준다.,약국·의료현장·외국인 환자 진료 안내,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-FOOD-MAKING-HEALTH-001,식품 제작·건강관리 메시지형,생활 질문 → 식품 만드는 장면 → 건강관리 메시지,생활 장면형,생활 질문 → 식품 만드는 장면 → 건강관리 메시지,,식재료와 작업 장면을 짧은 설명 자막과 교차 편집,,,,,https://www.instagram.com/cnchospital/reel/DYMM6DQPkqQ/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 생활 장면형→생활 질문 → 식품 만드는 장면 → 건강관리 메시지→식재료와 작업 장면을 짧은 설명 자막과 교차 편집. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 건강상담 주제를 식품·생활 장면과 연결해 하루 습관으로 보여준다.,생활습관·환자 건강 식생활,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-WEEKLY-MEDICAL-NEWS-001,주간 의료뉴스 카드형,주간뉴스 소개 → 주요 소식 나열 → 연구·진료 성과 강조,주간뉴스형,주간뉴스 소개 → 주요 소식 나열 → 연구·진료 성과 강조,,행사·평가·진료·연구 소식을 빠른 카드 자막으로 연결,,,,,https://www.instagram.com/cnuh_01/reel/DaT5q9FJFib/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 주간뉴스형→주간뉴스 소개 → 주요 소식 나열 → 연구·진료 성과 강조→행사·평가·진료·연구 소식을 빠른 카드 자막으로 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국의 한 주 소식을 상담 사례·재고 운영·건강 정보 세 카드로 묶어 주간뉴스로 만든다.,약국·의료현장·병원 주간뉴스,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-TRAVEL-MED-KIT-CHECKLIST-001,여행 상비약 증상별 체크리스트 캐러셀,여행 상황별로 필요한 상비약을 증상·용도별 체크리스트 카드로 나눠 저장 행동을 유도하는 캐러셀,체크리스트형,여행 전 준비 질문→해열·진통·감기·소화·지사·멀미·상처·알레르기 등 상황별 목록→저장·공유·댓글/DM CTA,,증상별 카드 분할·약 품목 자막·체크리스트·저장 CTA,정보 카드형 캐러셀,증상·상황명 중심의 큰 제목과 약 품목 목록,하,카드 디자인 도구,https://www.instagram.com/p/DLhXpBnhH5Q/;https://www.instagram.com/p/DLmvta9yvub/,,2,2,2025-06-30,2025-07-02,여유 있음,미조사,미조사,상,약국·의료현장·육아·여행 등 여러 주제에 증상별 목록과 저장 CTA를 재사용할 수 있음. 국내 동일 지문 역추적은 미측정.,약국에서 자주 묻는 여행 상비약; 아이와 해외여행 전 준비약; 계절별 휴가 상황별 약 파우치,약물안전·복약·육아·여행·응급대비,,미사용,,후보,검토,"2026-08-07 jasin_yaksa DLhXpBnhH5Q 직접 확인으로 신규 카드 생성. 국내 약사 사용 계정수·영상수는 현재 canonical 직접 매핑 1건만 기록하고, 동일 지문 역추적과 소진도는 후속 측정 대상으로 둠. | 2026-08-07 iam_yaksa DLmvta9yvub 직접 확인으로 동일 여행 상비약 체크리스트 지문 추가. 국내 약사 사용 수 2계정·2영상으로 보정하고 소진도를 여유 있음으로 갱신; 대표배수는 조회수 미노출로 미측정."
FMT-WOMENS-OTC-SYMPTOM-TOP5-001,여성 증상별 약국템 TOP5 가이드형,여성 증상 5개를 증상별 일반약·외용제 선택지로 나누고 주의점을 남기는 포맷,증상 목록형,0-3초 여성 증상 질문→3-45초 증상별 약국템 5개→45-55초 선택·주의 CTA,45-60초,증상별 번호·제품군 카드·주의 문구·저장 CTA,정보 카드형 캐러셀,증상명·제품명·주의점 대비,중,스마트폰·제품 패키지·비교 카드,https://www.instagram.com/good.yaksa/p/DbhCUgWgeEr/,,1,1,,,무주공산,여성건강·약국템,미조사,상,여성 증상별 선택지를 약국 상담 문법으로 나눠 저장성과 상담 행동을 만들 수 있음,생리통·질염 의심·안면 다한증·부종·치질 증상별로 일반약·외용제와 진료 신호를 분리하고 임신·수유·금기·사용법을 카드에 고정한다. 제품 효능을 단정하지 않는다.,여성건강·생리통·질염 의심·부종·다한증·치질·일반의약품,김주성·오약·선영,미사용,,후보,,2026-08-09 E1 로그인 read-only 직접 상세에서 여성 증상별 약국템 5개 섹션 구조를 확인해 신규 포맷 카드 생성. 정확한 게시일·조회수·정확 좋아요는 미확인.
FMT-CHILD-IMMUNE-6-STACK-001,아이 감기·면역 성분 6종 스택형,아이 건강 불안에 대한 개인 경험 훅 뒤에 면역 관련 성분 6가지와 제품 정보를 묶어 설명하는 형식,개인 경험 고백형,아이 건강 자신감 훅 0-4초→성분 1-6번 4-35초→제품 정보 35-50초→댓글·DM 상담 CTA 50-60초,45-60초,6개 번호·성분명·면역세포 키워드·제품명 자막,약사 설명 릴스,큰 숫자·성분명·면역 기능 키워드,중,스마트폰·제품 패키지·성분 카드,https://www.instagram.com/oneul_pharmacy/reel/DXTvQBmibk6/,,1,1,2026-04-19,2026-04-19,무주공산,미조사,미조사,상,개인 경험 훅·6개 번호 목록·제품 정보·상담 CTA의 순서를 국내 약사 건강교육으로 바꿀 수 있음,"예방을 보장하는 개인 경험은 제거하고, 아이 감기·면역 주제에 연령별 섭취 기준·중복 성분 확인·복용 중 약·진료 신호를 붙임",아이 감기·면역·영양제 중복·약물안전,김주성·오약·선영·공용,미사용,,후보,검토,제품명과 효능 주장은 근거 확인 후 사용. 어린이 연령·중복 성분·진료 신호를 화면에 고정.
FMT-CHILD-PROTEIN-BREAKFAST-11-001,성장기 단백질 아침메뉴 11선,성장기 아이의 아침 단백질 부족 문제를 11개 메뉴·재료·레시피 경로로 정리하는 포맷,부모 고민형,0-3초 아침 단백질 부족 질문→3-30초 11개 메뉴·재료→30-40초 레시피 경로·댓글 자료 CTA,30-45초,11개 번호·메뉴·재료·레시피 경로·댓글 CTA,화면 자료 중심 릴스,메뉴명·재료·단백질 키워드 강조,중,스마트폰·식사 이미지·카드 템플릿,https://www.instagram.com/oneul_pharmacy/reel/DVPcCnvEgi2/,4.16,1,1,,,무주공산,육아·식단·성장기,미조사,상,"부모가 바로 적용할 수 있는 메뉴 목록과 레시피 경로를 결합해 저장·재방문 행동을 만들며, 약국의 복약 준비물·검진 전 식사·아이 약 복용 간식으로 각색할 수 있다.",성장기 영양 필요량을 단정하지 않고 연령·알레르기·조리시간·편식 상황별 아침식사 선택 기준을 제시한다.,아이 아침식사·단백질·편식·성장기 영양,선영·공용,미사용,,후보,검토,"2026-08-09 E1 직접 확인. 프로필 릴스 탭 조회수 3.2만, 상세 지표 좋아요 398·댓글 4.7천·리포스트 10. 원본 프레임과 정확한 영상 길이는 미측정."
FMT-CHILD-SUPPLEMENT-MYTH-3CHECK-001,아이 영양제 3종 근거 반박형,아이에게 주는 영양제 불안을 성장·수면·눈 3개 제품군의 근거·주의·진료 기준으로 나누어 설명,도발·부정형,0-3초 절대 주지 않는다는 선언→3-18초 키성장 영양제 근거·가격 점검→18-32초 멜라토닌 수면 환경 점검→32-48초 루테인 효용·안과 진료 안내→48-55초 댓글·상담 CTA,45-60초,3개 번호·금지/경고 자막·근거 수치·진료 대안,약사 설명 릴스,제품군·근거 수치·진료 신호 강조,하,스마트폰·성분 카드,https://www.instagram.com/oneul_pharmacy/reel/DazcziSpCdZ/,1.69,1,1,2026-07-15,2026-07-15,무주공산,미조사,미조사,상,3개 제품군을 부정·근거·대안 순서로 설명해 약사 권위와 부모 고민을 결합한다. 성분·연령 기준과 진료 신호를 고정하면 안전하게 이식할 수 있다.,"아이에게 주지 않는다는 표현을 제품 공격으로 쓰지 않고, 연령·근거 수준·중복 성분·진료 필요 신호를 3개 카드로 정리한다.",어린이 영양제·키성장·수면·눈건강·근거 판별,김주성·오약·선영·공용,미사용,,후보,검토,"2026-08-09 E1 직접 확인. 일반 건강 통념 반박 형식과 개념상 겹치지만, 어린이 영양제 3종을 부정 선언→근거 반박→생활·진료 대안으로 연결한 국내 약사 지문은 미사용으로 판단해 신규 카드 생성. 본문 댓글의 공동구매 마감 안내는 상업성 메모로 보존."
FMT-SANITARY-PAD-TOP5-001,유기농 순면 생리대 TOP5 비교형,생리대의 커버·날개·흡수체 소재와 인증을 기준으로 제품 5개를 순위화하는 포맷,랭킹형,광고 아님 표기→0-5초 소재 기준 제시→5-45초 5위~1위 제품 비교→45-60초 선택 기준·저장 CTA,30-60초,제품 패키지·순위 번호·커버/날개/흡수체 소재 배지·인증 배지,제품 소개형 릴스,순위 번호와 소재명을 크게 대비,중,스마트폰·제품 패키지·비교 자막,,,1,1,2026-08-09,2026-08-09,무주공산,여성건강·생활용품,미조사,상,상비약·외용제·육아 위생용품을 소재·기능·사용 상황 TOP5로 비교 가능,약국 여성건강 제품 선택 질문→소재·주의점 기준→제품 순위→구매 전 체크리스트,생리대·여성용품·피부 민감도·생활안전,선영·오약·공용,미사용,,후보,검토,조회수 미노출. 광고❌ 표기·상대 게시 시점 2일·직접 지표를 확인했으며 인증·피부 자극 주장은 별도 근거 검토 필요.
FMT-SKIN-BRIGHTENING-ROUTINE-001,먹는·바르는 피부 톤 루틴형,경구 성분·화장품·자외선 차단을 아침·저녁 루틴으로 묶어 피부 톤 고민에 답하는 포맷,루틴형,0-3초 피부 톤 질문→3-15초 먹는 성분·복용량→15-30초 식단·당화 연결→30-50초 아침·저녁 바르는 성분→50-60초 주의·댓글 CTA,45-60초,아침·저녁 아이콘·성분명·용량 숫자·주의 박스·제품 제공 disclosure,약사 설명형 릴스,먹는 것·바르는 것·주의 문구를 시간대별로 대비,중,스마트폰·성분 카드·제품 패키지,https://www.instagram.com/fit_yaksa/reel/DZ4sSGHCxhY/,,1,1,2026-06-22,2026-06-22,무주공산,피부·뷰티,미조사,중,"먹는 성분과 바르는 성분을 시간대별로 나눠 저장 가치를 만들지만, 메가도스·피부 톤 변화 주장은 근거 검토 후 각색해야 한다.",경구 성분·화장품·자외선 차단을 피부 고민별 체크리스트로 바꾸고 복용 금기·자극 신호를 먼저 제시한다.,피부 톤·자외선·레티놀·비타민C·나이아신아마이드,선영·오약·공용,미사용,,후보,검토,조회수 미노출. 본문에 광고x 표기와 별도 리뷰 의무 없는 제품 제공 disclosure가 함께 있어 광고 판정은 불명으로 보존. 메가도스·미백 보장 표현은 그대로 이식하지 않음.
FMT-DIET-MENU-TOP5-SCORECARD-001,다이어트 외식 메뉴 TOP5 영양점수형,다이어트 중 먹고 싶은 외식 메뉴를 칼로리·당류·단백질 등 3개 영양 지표로 순위화하는 포맷,랭킹형,0-3초 외식 고민 훅→3-10초 평가 지표→10-45초 5위~1위 메뉴·수치 비교→45-55초 사이드·음료 대체→55-60초 저장 CTA,45-60초,순위 번호·kcal·당류·단백질 숫자 카드·메뉴 패키지,약사 설명형 릴스,메뉴명보다 영양 수치를 크게 대비,하,스마트폰·영양성분표·메뉴 이미지,https://www.instagram.com/oyakstory/reel/DbnJ8PqPblc/,,1,1,,,무주공산,푸드·다이어트,미조사,상,칼로리 하나로 금지하지 않고 당류·단백질을 함께 보여 줘 외식 선택에 바로 적용할 수 있다.,햄버거 대신 편의점 간식·상비 식품·약국 영양제 등 비교 가능한 제품군으로 교체하고 영양성분표 출처를 고정한다.,다이어트 외식·간식·칼로리·당류·단백질,오약·선영·공용,미사용,,후보,검토,5일 전 게시물에서 칼로리·당류·단백질 3지표 TOP5를 확인. 조회수 미노출로 대표 배수는 미측정. 제품 라벨과 게시 시점 수치 재확인 필요.
FMT-PROBIOTIC-LABEL-6CHECK-001,유산균 라벨 6항목 팩트체크형,유산균 제품을 보장균수·균주·생산지·표기 기준 6개 항목으로 확인하는 체크리스트,팩트체크형,유산균 선택 질문→보장균수·균주·생산지 등 6개 항목 확인→개인차·복용 주의→저장 CTA,,6개 번호·CFU·균주명 자막·체크리스트,정보 카드형 게시물,항목별 체크박스·CFU·균주명 강조,중,제품 라벨·성분표·체크리스트 카드,https://www.instagram.com/ssofit_yaksa/p/DYevRZwyJJq/,,1,1,2026-05-18,2026-05-18,무주공산,영양제·제품비교·건기식 라벨,미조사,상,제품명을 정답처럼 제시하지 않고 보장균수·균주·생산지·표기 기준을 구매 전 체크리스트로 분해해 다른 영양제 라벨에도 확장할 수 있음,유산균 대신 오메가3·비타민·철분 라벨을 같은 항목 구조로 확인하고 허가된 기능성·복용 중 약·개인별 상담 기준을 고정,유산균·프로바이오틱스·장건강·건기식 라벨,김주성·오약·공용,미사용,,후보,검토,2026-08-10 ssofit_yaksa DYevRZwyJJq 직접 확인으로 신규 카드 생성. 11주·5월 18일 표시, 좋아요 211·댓글 339·리포스트 19·조회수 미노출. 프로필 공구·판매링크 맥락은 별도 보존하며 대상 게시물 광고 여부는 불명.
