"﻿﻿포맷ID","포맷명","한줄정의","훅유형","구조(비트 단위로 초 배분까지)","길이대","편집장치","촬영","자막스타일","제작난이도(상·중·하)","필요장비","대표영상URL 3개","대표배수중앙값","국내약사사용계정수","국내약사사용영상수","국내최초사용일","국내최근사용일","소진도","인접버티컬사용","해외사용","이식가능성(상·중·하)","이식근거","각색안","어떤주제와붙나","배정적합인물","우리사용이력","재사용가능일","상태","사람검토","사람메모"
"FMT-DRUG-COMPARISON-001","GLP-1 두 약 비교·상황별 선택형","처방 비만치료제 두 가지를 효과·부작용·데이터·가격 축으로 비교","비교형","0-2초 선택 질문→2-30초 효과·부작용·안전성·가격 비교→30-45초 상황별 선택→팔로우 CTA","45-60초","두 약 카드·수치 자막·체크 표시","화면 자료 중심 릴스","비교축·상황별 체크","중","스마트폰·약물 카드","https://www.instagram.com/yaksa__bubu/reel/DbkMb9DvqfU/","2.18","1","1","2026-08-03","2026-08-03","무주공산","약물안전·다이어트","미조사","상","선택 질문 뒤 네 개 비교축으로 처방약 정보를 정리함","김주성: 약물안전; 오약: 복약 상담; 선영: 다이어트","위고비·마운자로·GLP-1·GIP·체중감량","김주성·오약·선영","미사용","","후보","","대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 2.18에서 중앙값 2.18 산출"
"FMT-OUTDOOR-4ESSENTIALS-001","상황별 외출 필수 4종 목록형","계절 상황에 맞는 건강 준비물 네 가지와 사용 목적을 한 번에 제시","목록형","0-2초 상황 질문→2-30초 준비물 1-4→30-45초 예방 행동→시즌 CTA","45-60초","4분할 카드·제품 아이콘·주의 자막","제품 화면 중심 릴스","준비물 번호·주의 문구","중","스마트폰·제품 패키지","https://www.instagram.com/yaksa__bubu/reel/DbiSJXbPT5q/;https://www.instagram.com/jasin_yaksa/reel/Dbk8twqzwy9/","4.10","4","4","2026-08-02","2026-08-02","여유 있음","육아·피부·약물안전","미조사","상","계절과 육아 상황에 증상별 준비물을 번호 목록으로 제시해 즉시 행동과 저장을 유도함","선영: 육아·피부; 오약: 일반약; 공용: 생활건강","물놀이·폭염·소아 증상·화상·보습·ORS·자외선차단","선영·오약·공용","미사용","","후보","","대표배수중앙값 보정(2026-08-11): canonical 대표영상 배수 1.15와 Dbk8twqzwy9 배수 7.04의 중앙값 4.10 산출. 국내 약사 사용 계정 2개·영상 2개로 갱신. Dbk8twqzwy9 게시일은 화면에 1주만 노출되어 정확한 국내최근사용일은 기존 확인일을 유지함. 특정 제품과 댓글 DM CTA는 우리 버전에서 제거 | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 2계정·2영상에서 4계정·4영상으로 보정; 소진도는 기존 값 유지."
"FMT-DOSE-DECISION-TREE-001","철분제 저용량·고용량 판단 트리형","철분제 복용 전 피검사 필요성과 용량 기준을 분기형으로 설명","분기형","0-3초 질문→3-20초 저용량 가능 범위→20-40초 고용량·검사 예외→40-50초 상담 안내","45-60초","용량 숫자·분기 화살표·주의 박스","화면 자료 중심 캐러셀","저용량·고용량 대비","중","스마트폰·용량 카드","https://www.instagram.com/yaksa__bubu/p/Dbj31StTY5W/","","1","1","2026-08-03","2026-08-03","무주공산","영양제·약물안전","미조사","상","복용량 질문을 검사 필요성 분기와 안전 안내로 전환함","김주성: 검사·복약 안전; 오약: 복용 상담; 선영: 임신·육아","철분·피검사·페리틴·저용량·고용량","김주성·오약·선영","미사용","","후보","",""
"FMT-DOSE-LADDER-001","오메가3 용량 사다리형","연령과 건강 목적별 EPA+DHA 용량을 단계별로 비교하고 고함량은 상담으로 연결","용량사다리형","0-2초 용량 질문→2-30초 500·1000·2000·3000mg 단계→30-45초 고함량 주의→상담 CTA","45-60초","용량 숫자 카드·단계 상승 그래픽·주의 박스","화면 자료 중심 캐러셀","단계별 숫자·주의 문구","중","스마트폰·용량 카드","https://www.instagram.com/bbubbu_yaksa/p/DbjzceJvqpf/","","1","1","2026-08-04","2026-08-04","무주공산","영양제·약물안전","미조사","상","목적별 용량 사다리와 고함량 상담 조건을 한 화면에서 비교함","김주성: 복약 안전; 오약: 영양제 상담; 선영: 어린이 섭취","오메가3·EPA·DHA·중성지방·출혈경향성·어린이","김주성·오약·선영·공용","미사용","","후보","",""
"FMT-HEALTHCHECK-ROUTING-001","건강검진 결과 성분 매핑형","건강검진 결과 예시를 성분 조합과 주의사항으로 연결하는 매핑형 카드","매핑형","0-2초 결과 질문→2-35초 결과 8가지와 성분 조합→35-50초 약물·질환 상담→댓글 CTA","45-60초","결과-성분 매트릭스·색상 구분·주의 자막","화면 자료 중심 릴스","결과명·성분명 1:1 대응","중","스마트폰·검진 결과 카드","https://www.instagram.com/bbubbu_yaksa/reel/DbkhdoBRCC9/","2.28","1","1","2026-08-03","2026-08-03","무주공산","영양제·약물안전·건강검진","미조사","상","검진 결과를 입력값으로 보여주고 성분 조합과 상담 조건을 함께 제시함","김주성: 검사·복약 안전; 오약: 영양제 상담; 선영: 육아·빈혈","콜레스테롤·혈압·당뇨전단계·빈혈·골밀도·베르베린","김주성·오약·선영·공용","미사용","","후보","","대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 2.28에서 중앙값 2.28 산출"
"FMT-MEAL-SWAP-5-001","일상 식사 교체 5가지 양분형","익숙한 식사와 현실적인 대체안을 다섯 쌍으로 보여주는 행동 전환 포맷","양분형","0-2초 식단 질문→2-30초 기존 식사와 대체안 5쌍→30-45초 생활습관 보강→저장·공유 CTA","45-60초","전후 식사 카드·X/O 대비·번호 자막","제품·식사 화면 혼합 릴스","기존/대체 대비·실천 문장","중","스마트폰·식사 소품","https://www.instagram.com/bbubbu_yaksa/reel/DbiWxYXSEZs/","7.16","1","1","2026-08-03","2026-08-03","무주공산","다이어트·영양·생활습관","미조사","상","금지 목록 대신 대체 식사를 제시해 실행 가능한 행동으로 전환함","선영: 식사·육아; 김주성: 생활습관·대사; 공용: 건강습관","액상과당·가공식품·식이섬유·단백질·걷기·수면","김주성·오약·선영·공용","미사용","","후보","","대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 7.16에서 중앙값 7.16 산출"
"FMT-SYMPTOM-CHECKLIST-7-001","증상 7개 체크리스트형","흩어진 증상을 한 화면에서 체크하게 하고 생활습관 점검과 상담으로 연결","증상체크형","0-2초 증상 질문→2-25초 증상 7개 체크→25-42초 생활습관 관리→42-50초 댓글 키워드·진료 안내","45-60초","증상 체크박스·경고 아이콘·자막 강조","화면 자료 중심 릴스","체크박스·질문형 자막","중","스마트폰·체크리스트 카드","https://www.instagram.com/bbubbu_yaksa/reel/DbiZEY8vScA/;https://www.instagram.com/little_yaksa/reel/Db5GPzECpeY/;https://www.instagram.com/awesomeyaksa/reel/DcK602AkmI3/","0.62","5","6","2026-08-02","2026-08-17","여유 있음","다이어트·생활습관","미조사","상","증상 목록을 하나의 체크리스트로 묶어 댓글 참여와 후속 자료 요청을 유도함","김주성: 증상·약물 안전; 오약: 상담형 건강정보; 선영: 생활습관","피로·체중·피부트러블·건조·부종·소화·두통","김주성·오약·선영·공용","little_yaksa/Db5GPzECpeY","","후보","","대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 0.35에서 중앙값 0.35 산출 | 2026-08-12 little_yaksa/Db5GPzECpeY 신규 연결: 당뇨병 신호 7개 체크리스트, 조회수 17000·배수 0.89·영상 길이 미확인. 기존 FMT-SYMPTOM-CHECKLIST-7-001 구조와 직접 캡션·DOM 근거가 일치해 형식 연결. 원본 이미지 저장 없음. | 2026-08-18 awesomeyaksa DcK602AkmI3 추가: 다기관 이상신호·셀프체크리스트. 좋아요·댓글·조회수 미확인. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 2계정·3영상에서 5계정·6영상으로 보정; 소진도는 기존 값 유지."
"FMT-SUPPLEMENT-RANKING-001","증상별 영양제 성분 순위형","증상 상황에서 관련 성분을 1-3위로 비교하고 제품보다 성분 기준을 강조","순위형","증상 질문 0-2초→성분 1-5위 2-35초(초단편은 순위 카드로 압축)→제품은 예시·주의사항 35-50초→상담 CTA 50-60초","20-60초","순위 숫자·성분 카드·제품 예시·주의 문구","화면 자료 중심 캐러셀","순위 숫자·성분명 대비","중","스마트폰·성분 카드","https://www.instagram.com/dasik.yaksa/p/DbnLUMED-eL/;https://www.instagram.com/myyaksa/reel/DZuNQcUpwWm/","1.48","5","5","2026-06-19","2026-08-04","여유 있음","여성건강·영양제","미조사","상","증상 상황과 성분 순위를 결합하고 특정 제품만 정답으로 제시하지 않음","김주성: 복약 안전; 오약: 영양제 상담; 선영: 여성건강","생리통·오메가3·마그네슘·생강·철분","김주성·오약·선영·공용","미사용","","후보","","2026-08-11 myyaksa 여성 탈모 성분 순위 22초 변형 연결; 대표 URL 2개로 확장. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 2계정·2영상에서 5계정·5영상으로 보정; 소진도는 기존 값 유지."
"FMT-REAL-LIFE-CHECKIN-001","현실공감 운동 인증형","운동을 미루는 개인 경험을 공유하고 함께 인증하는 참여형 포맷","현실공감형","0-3초 실패 고백→3-20초 상황 설명→20-35초 공감 질문→35-45초 인증 CTA","30-45초","일상 사진·말풍선 자막·댓글 참여 유도","일상 사진 중심 캐러셀","실패 고백·질문형 자막","하","스마트폰·일상 사진","https://www.instagram.com/dasik.yaksa/p/Dbmi6qYD6qW/","","1","1","2026-08-04","2026-08-04","무주공산","다이어트·생활습관","미조사","상","성공담 대신 실행하지 못한 상황을 공개해 댓글 인증을 유도함","선영: 육아후 체력; 김주성: 생활습관; 공용: 운동 습관","운동·체력·근력·다이어트·육아후 체력","김주성·오약·선영·공용","미사용","","후보","",""
"FMT-RECOVERY-STACK-001","운동 후 회복 상황조합형","운동 후 수분·근육통·에너지 상황을 성분 조합 세 묶음으로 설명","상황조합형","0-2초 회복 질문→2-25초 상황별 성분 3묶음→25-38초 경험·주의→제품 질문 CTA","30-45초","성분별 카드·경험형 내레이션·반전 자막","화면 자료 중심 릴스","상황명·성분명 1:1 대응","중","스마트폰·성분 카드","https://www.instagram.com/dasik.yaksa/reel/Dbjb3zqzswk/","1.62","3","3","2026-08-03","2026-08-20","무주공산","다이어트·영양·운동","미조사","상","운동 후 상황을 세 가지 회복 목적과 성분 조합으로 분리함","김주성: 운동·복약 안전; 오약: 영양제 상담; 선영: 생활습관","ORS·마그네슘·아미노산·비타민B·운동회복","김주성·오약·선영·공용","미사용 | 2026-08-20 eunha__yak/DcBD00QM7UT","","후보","","대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 1.62에서 중앙값 1.62 산출 | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·1영상에서 2계정·2영상으로 보정; 소진도는 기존 값 유지."
"FMT-AD-MYTH-BUSTING-001","영양제 광고 문구 오해깨기형","약사배합·약국입점 등 권위 신호를 근거 확인 질문으로 뒤집는 포맷","오해깨기형","0-2초 권위 문구 질문→2-35초 오해 4개 반박→35-50초 성분·근거 확인 CTA","45-60초","오해/사실 대비·경고 아이콘·핵심 문구 강조","화면 자료 중심 릴스","X/O 대비·근거 질문","중","스마트폰·광고 문구 카드","https://www.instagram.com/dasik.yaksa/reel/DbiDDBNPiZr/","1.41","2","3","2026-08-02","2026-08-20","무주공산","영양제·광고판별","미조사","상","익숙한 권위 문구를 유형별로 나누고 성분·함량·근거 확인으로 행동을 바꿈","김주성: 약물·광고 판별; 오약: 영양제 상담; 공용: 구매 판단","약사배합·약국입점·유산균·컴플렉스·근거·성분확인","김주성·오약·선영·공용","미사용 | 2026-08-20 eunha__yak/DVPcdGqEjd5,DcNz9GtMAei","","후보","","대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 1.41에서 중앙값 1.41 산출"
"FMT-CASE-RESULT-REVIEW-001","개인 사용 결과 후기형","개인 사용 결과와 제품 특징을 함께 보여 주고 구매 행동으로 연결하는 포맷","이용후기형","개인 결과 제시→제품 특징→오픈일·혜택 CTA","30-45초","사용 전후 상황 자막·제품 클로즈업·혜택 배지","제품 사용 장면 중심 릴스","핵심 결과 굵은 자막","중","스마트폰·제품 패키지","https://www.instagram.com/myo_yaksa/reel/DbnSe7bPVMK/","","1","1","2026-08-04","2026-08-04","무주공산","미조사","미조사","중","개인 사용 결과를 첫 장면에 제시하고 제품 정보와 구매 CTA를 연결한 사례","약사 개인 경험을 생활용품 사용 후기 구조로 각색; 협찬·공구 표기를 화면에 고정","여성건강·생활용품·사용후기","김주성·오약·선영·공용","미사용","","후보","검토","광고·공구 표기와 개인 경험의 한계를 함께 유지"
"FMT-GROUPBUY-SIZE-GUIDE-001","공동구매 사이즈·혜택 가이드형","오픈 전 구매자가 확인할 사이즈·제품 장점·할인·이벤트를 카드로 정리하는 포맷","구매가이드형","오픈 예고→사이즈·장점→할인·구매 혜택→참여 CTA","30-45초","사이즈 표·제품 비교·할인 배지·체크리스트","정보 카드형 캐러셀","카드별 한 문장·체크리스트","중","스마트폰·제품 패키지·표 디자인","https://www.instagram.com/myo_yaksa/p/DbmENNVjyHt/","","1","1","2026-08-04","2026-08-04","무주공산","미조사","미조사","중","구매 직전 정보인 사이즈·가격·혜택을 순서대로 제공하는 사례","제품군이 여러 개인 경우 사이즈 선택과 혜택 조건을 카드로 나눠 저장형 가이드로 제작","여성건강·생활용품·구매가이드","김주성·오약·선영·공용","미사용","","후보","검토","가격·혜택 조건과 광고 표기를 화면에 명확히 유지"
"FMT-LONGTERM-USE-PROOF-001","장기사용 증명형","장기간 사용 경험을 제품 선택 근거와 공동구매 CTA로 연결하는 포맷","장기사용증명형","장기 사용 기간 제시→사용 이유·제품 특징→공구 오픈 CTA","30-45초","기간 강조 자막·사용 제품 컷·오픈일 카운트","제품 소개형 릴스","기간·사용 횟수 강조","중","스마트폰·제품 패키지","https://www.instagram.com/myo_yaksa/reel/DbksfilvaHD/","1.26","1","1","2026-08-04","2026-08-04","무주공산","미조사","미조사","중","장기 사용이라는 신뢰 신호와 오픈일을 결합한 제품 소개 사례","개인 사용 기간과 실제 선택 이유를 분리해 말하고 마지막에 구매 조건을 고지","여성건강·생활용품·장기사용후기","김주성·오약·선영·공용","미사용","","후보","검토","개인 경험과 객관적 성능을 구분해 표기 | 대표배수중앙값 보정(2026-08-06): 대표영상URL 1개와 canonical contents.csv 배수 1.26에서 중앙값 1.26 산출"
