ID,발견일시,발견엔진,계정핸들,계정명,팔로워,계정유형,국가,게시일,경과일,영상URL,shortcode,형식(릴스·캐러셀),길이초,조회수,좋아요,댓글,계정중앙조회수,배수,좋아요율,계정평소좋아요율,참여율비,댓글좋아요비,광고점수,광고판정,광고근거,카테고리,소주제,진입각도,증상·성분키워드,포맷ID,훅유형,훅문구(첫3초 자막 원문),구조,편집장치,촬영,길이대,음원명,포맷소진도,국내약사사용계정수,이식후보여부,용도(내용·형식·둘다),배정가능(김주성·오약·선영·공용·불가),등급,제외사유,한줄요약,왜터졌나(가설),우리버전제안(훅 문구 3개),캡처파일,이식심사점수,사람검토,사람메모,지표수집일시,썸네일파일,게이트판정,게이트근거,등급근거,유료도달의심,유료도달근거
MFDSKOREA-C4xTx_euyKQ,2026-08-05T16:21:06.606Z,E2-게이트후보,mfdskorea,식품의약품안전처 (식약처),55000,국내 메디컬 인접 계정,국내,2024-03-21,868,https://www.instagram.com/mfdskorea/reel/C4xTx_euyKQ/,C4xTx_euyKQ,릴스,39,,225,3,,,,,,0.0133,0,광고아님,정부기관 공공상담 안내이며 특정 상품 광고·판매 CTA 없음.,약물안전·복약,마약류 중독 상담 1342,처벌 중심의 오해를 치료·사회재활 상담으로 전환,"마약중독, 약물오남용, 중독상담, 1342, 사회재활",,오해 교정·번호 기억,마약 중독의 고리를 끊는 네 자리 번호,오해 질문 → 반박 → 상담센터 역할 → 1342 번호 반복,"X 표시와 숫자 그래픽, 전화번호 반복, 짧은 공공 캠페인 자막",,,,무주공산,0,,내용·형식,김주성·오약·선영,판정불가(지표없음),,마약류 중독을 처벌 문제가 아니라 치료·사회재활 문제로 설명하고 1342 상담번호를 각인시키는 식약처 릴스,시청자가 가진 오해를 첫 질문으로 꺼낸 뒤 반박과 전화번호를 짧게 반복해 실제 상담 행동으로 연결한다.,"약물 오남용에 관한 흔한 오해를 질문으로 시작하고, 바로잡은 원칙과 상담·진료 경로를 한 번호로 마무리",,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 225, 댓글 3, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 약물안전 → 약물안전·복약",2026-08-05T19:52:00.000Z,C4xTx_euyKQ.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 5.5만·계정중앙조회수 2,909. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
SEOULACEHOSP-DTg2oEhAIJH,2026-08-05T17:51:58.222Z,E2-게이트후보,seoulacehospital,서울에이스병원,563,국내 메디컬 인접 계정,국내,2026-01-14,204,https://www.instagram.com/seoulacehospital/reel/DTg2oEhAIJH/,DTg2oEhAIJH,릴스,20,,4686,135,,,,,,0.0288,0,광고아님,병원 공식 안전정보 설명 중심이며 특정 상품 광고·판매 CTA 없음.,생활습관,스키장 추돌 사고 예방,사고 장면의 위험 요인을 세 가지 행동 수칙으로 변환,"스키장, 추돌사고, 안전수칙, 속도조절, 부상예방",,위험 장면·경고형,스키장에서 제일 위험한 타이밍,위험 장면 제시 → 사고 원인 설명 → 쉬는 위치·코스·속도 수칙 3개,"위험 표시, 사고 장면 반복, 체크리스트 자막",,,,무주공산,0,,내용·형식,선영,판정불가(지표없음),,스키장 슬로프 중앙 정지와 속도조절 실패가 추돌 사고로 이어지는 과정을 보여주고 세 가지 안전수칙을 제시하는 병원 릴스,실제 사고 위험 장면으로 주의를 끈 뒤 행동 가능한 수칙을 체크리스트로 제시해 저장 이유를 만든다.,"생활 속 부상 위험 장면을 먼저 보여주고, 하지 말아야 할 행동과 바로 실행할 안전수칙을 세 줄로 정리",,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 4,686, 댓글 135, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.",2026-08-05T19:52:00.000Z,DTg2oEhAIJH.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 563·계정중앙조회수 942. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
HEALTHINNEWS-DRO_QtRkZZH,2026-08-05T16:38:32.067Z,E2-게이트후보,health_in_news,헬스인뉴스 health_in_news,11000,국내 메디컬 인접 계정,국내,2025-11-19,260,https://www.instagram.com/health_in_news/reel/DRO_QtRkZZH/,DRO_QtRkZZH,릴스,7,,7568,80,,,,,,0.0106,0,광고아님,건강정보·진료과 안내 중심이며 특정 병원 상품 판매 CTA 없음.,증상,증상별 진료과 선택,어디가 불편한지에서 맞는 진료과를 찾는 저장형 안내,"증상, 진료과, 내과, 외과, 건강정보, 병원선택",,저장형 체크리스트,증상에 맞는 진료과를 정확히 선택하는 것이 첫걸음,문제 제시 → 증상별 진료과 매칭 → 저장·팔로우 CTA,"증상별 카드 전환, 진료과명 강조, 저장 아이콘 CTA",,,,무주공산,0,,내용·형식,김주성·오약·선영,판정불가(지표없음),,어떤 증상일 때 어느 진료과를 찾아야 하는지 한눈에 정리해 저장을 유도하는 건강정보 릴스,검색 전에 반복해서 참고할 수 있는 실용 정보를 증상과 진료과의 대응표로 압축한다.,약국 상담에서 자주 나오는 증상을 진료 필요 여부와 다음 행동으로 나누어 저장형 카드로 제작,,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 7,568, 댓글 80, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 건강·자가점검 → 증상",2026-08-05T19:52:00.000Z,DRO_QtRkZZH.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 1.1만·계정중앙조회수 465. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
OKHIRA-DauIm_OHOqc,2026-08-05T16:28:27.980Z,E2-게이트후보,ok_hira,건강보험심사평가원,34000,국내 메디컬 인접 계정,국내,2026-07-12,25,https://www.instagram.com/ok_hira/reel/DauIm_OHOqc/,DauIm_OHOqc,릴스,148,,85,1,,,,,,0.0118,0,광고아님,공공기관 지역의료 안내이며 특정 상품 광고·판매 CTA 없음.,약국·의료현장,지역의료·좋은 병원 찾기,지역의료 이야기를 영화 예고편과 쿠키 영상으로 포장,"지역의료, 동네병원, 좋은병원, 건강보험심사평가원, AI영상",,영화 예고편·쿠키,늘 곁에 있는 우리 동네 병원 히어로,영화 개봉 패러디 → 실제 사연 소개 → 엔딩 쿠키로 병원 찾기 팁 안내,"영화 예고편 자막, 내레이션, 엔딩 쿠키 분리",,,,무주공산,0,,형식,선영,판정불가(지표없음),,동네 병원과 지역의료의 가치를 영화 예고편처럼 보여주고 엔딩 쿠키로 좋은 병원 찾기 정보를 안내하는 공공기관 릴스,"공공 안내를 딱딱한 설명 대신 익숙한 영화 문법으로 감싸고, 마지막 쿠키에 실용 정보를 배치한다.",약국·건강정보 안내를 예고편·쿠키·출연진 소개 같은 대중적 문법으로 포장해 마지막에 실용 팁을 남기는 구조,,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 85, 댓글 1, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 생활습관 → 약국·의료현장",2026-08-05T19:52:00.000Z,DauIm_OHOqc.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 3.4만·계정중앙조회수 33,995.5. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
AKDSKINKR-C8wQ2jMR2Nc,2026-08-05T16:38:32.315Z,E2-게이트후보,akdskin_kr,대한피부과의사회,10000,국내 메디컬 인접 계정,국내,2024-06-28,769,https://www.instagram.com/akdskin_kr/reel/C8wQ2jMR2Nc/,C8wQ2jMR2Nc,릴스,23,,189,4,,,,,,0.0212,0,광고아님,전문의 확인 기준 안내이며 특정 병원·상품 판매 CTA 없음.,피부·뷰티,피부과 전문의 확인,병원 방문 전 확인할 기준을 짧은 질문으로 제시,"피부과, 전문의, 피부건강, 병원선택, 진료정보",,질문형 체크,피부과 가기 전에 확인해야 할 이것은,방문 전 질문 제시 → 확인 기준 설명 → 전문의 해시태그,"질문 자막, 핵심 단어 강조, 짧은 정보 카드",,,,무주공산,0,,내용·형식,선영,판정불가(지표없음),,피부과 방문 전에 피부과 전문의 여부를 확인해야 한다는 기준을 짧게 제시하는 피부 건강정보 릴스,진료 전 확인할 한 가지 기준을 질문형으로 던져 전문성 판단과 저장 행동을 동시에 유도한다.,약국·병원에 방문하기 전에 확인할 자격·상담 기준을 질문 하나와 체크리스트로 압축,,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 189, 댓글 4, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 피부·건강상식 → 피부·뷰티",2026-08-05T19:58:00.000Z,C8wQ2jMR2Nc.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 1만·계정중앙조회수 1,925.5. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
ANAMHOSPITAL-DbpT6GTT5t5,2026-08-05T17:21:38.730Z,E2-게이트후보,anamhospital,고려대학교 안암병원 ｜공식 인스타그램,2687,국내 메디컬 인접 계정,국내,2026-08-04,2,https://www.instagram.com/anamhospital/reel/DbpT6GTT5t5/,DbpT6GTT5t5,릴스,63,,264,3,,,,,,0.0114,0,광고아님,병원 현장 소개·응원 중심이며 특정 상품 광고·판매 CTA 없음.,육아,이른둥이·신생아 중환자실,작은 환자의 공간과 가족의 응원을 다큐멘터리 서사로 전달,"이른둥이, 신생아, NICU, 고위험신생아, 병원다큐",,다큐멘터리·응원형,조금 일찍 세상에 온 아기천사들,환자군 소개 → 중환자실 역할 설명 → 가족과 시청자의 응원 요청,"병원 공간 기록, 감정 자막, 응원 이모지와 짧은 내레이션",,,,무주공산,0,,내용·형식,불가,판정불가(지표없음),,이른둥이와 고위험 신생아가 치료받는 NICU를 소개하고 가족의 응원을 요청하는 병원 다큐멘터리형 릴스,의료 공간을 직접 보여주되 환자와 가족의 내일을 응원하는 서사로 전문정보와 감정적 참여를 묶는다.,"육아 주제는 세 사람 배정에서 제외하고, 병원 현장 기록과 보호자에게 필요한 핵심 안내를 별도 공공 콘텐츠 포맷으로 활용",,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 264, 댓글 3, view_count=null 확인. 육아 콘텐츠이므로 세 사람 배정불가 규칙을 적용.; 카테고리 §5 정규화(2026-08-06): 육아·건강 → 육아",2026-08-05T19:58:00.000Z,DbpT6GTT5t5.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 2,687·계정중앙조회수 732. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
BOMBITMEDICA-DbWwniMAceX,2026-08-05T16:42:26.008Z,E2-게이트후보,bombit_medical,봄빛병원,9393,국내 메디컬 인접 계정,국내,2026-07-28,9,https://www.instagram.com/bombit_medical/reel/DbWwniMAceX/,DbWwniMAceX,릴스,59,,173,20,,,,,,0.1156,0,광고아님,의학박사 설명형 콘텐츠이며 특정 상품 광고·판매 CTA 없음.,생활습관,임신 시기별 식사량·체중관리,임신 중 많이 먹어야 한다는 통념을 시기별 기준으로 설명,"임신, 식사량, 체중관리, 임신다이어트, 산부인과",,통념 질문·전문가 답변,임신 중 태아를 위해 음식을 많이 먹는 게 좋은가요,통념 질문 → 의학박사 답변 → 임신 시기별 식사량 설명,"질문 자막, 전문가 대담, 단계별 핵심 문장 강조",,,,무주공산,0,,내용·형식,오약·선영,판정불가(지표없음),,임신 중 식사량을 무조건 늘려야 하는지 의학박사와 진행자가 묻고 답하는 여성건강 설명형 릴스,임신 중 흔한 통념을 질문으로 꺼낸 뒤 전문가 답변과 시기별 기준으로 불안을 줄인다.,"여성건강·다이어트 통념을 질문으로 시작하고, 약사나 의사가 시기·증상·진료 기준을 단계별로 설명",,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 173, 댓글 20, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 여성건강·생활습관 → 생활습관",2026-08-05T19:58:00.000Z,DbWwniMAceX.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 9,393·계정중앙조회수 5,796. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
DRPARKSKIN-DaaFl_UuE4R,2026-08-05T16:31:43.300Z,E2-게이트후보,dr_park_skin,솔직한 의사 파크 | K-뷰티 | 영양제,18000,국내 메디컬 인접 계정,국내,2026-07-05,32,https://www.instagram.com/dr_park_skin/reel/DaaFl_UuE4R/,DaaFl_UuE4R,릴스,51,,736,42,,,,,,0.0571,1,불명,제품 리뷰형이며 캡션에 광고·협찬 표기는 확인되지 않았지만 판매처와 제품 노출이 있어 사람 확인 필요.,피부·뷰티,다이소 뷰티템 비추천 리뷰,저가 뷰티 제품을 구매 전 경고 목록으로 비교,"다이소, 뷰티템, 피부관리, 비추천, 제품리뷰",FMT-BEAUTY-BUY-WARNING-001,구매 경고형,다이소에서 아무거나 사지 마세요,구매 경고 → 제품별 비추천 이유 → 다음 편 예고,"제품 목록, 비추천 표시, 짧은 사용 판단 자막",,45-60초,,무주공산,0,검토,내용·형식,선영,판정불가(지표없음),,다이소 뷰티 제품을 무작정 구매하지 말라는 경고로 시작해 비추천 제품을 비교하는 피부·뷰티 릴스,구매 직전의 불안과 호기심을 ‘비추천 목록’으로 묶어 제품 비교 시청과 다음 편 기대를 만든다.,"다이소 뷰티템, 피부 타입 확인 없이 사지 마세요 / 비추천 제품은 이유와 대체 확인 기준까지 같이 보세요 / 약국·뷰티 제품은 가격보다 성분·허가·사용 목적을 먼저 확인하세요",,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 736, 댓글 42, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지. 협찬 표기 여부는 추가 확인 필요. 포맷 공백을 신규 FMT-BEAUTY-BUY-WARNING-001로 보완. 게시물 조회수 미확인·기존 판정불가 등급·협찬 여부 불명은 그대로 유지.",2026-08-05T20:02:00.000Z,DaaFl_UuE4R.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 1.8만·계정중앙조회수 1.5만. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
YONGSANINT-DF_oD7SSDcK,2026-08-05T17:03:03.914Z,E2-게이트후보,yongsanint,용산성모내과의원,3328,국내 메디컬 인접 계정,국내,2025-02-12,540,https://www.instagram.com/yongsanint/reel/DF_oD7SSDcK/,DF_oD7SSDcK,릴스,22,,3924,50,,,,,,0.0127,0,광고아님,검진 정보 안내 중심이며 특정 상품 광고·판매 CTA 없음.,약국·의료현장,국가검진 추가 검사,국가검진만으로 놓칠 수 있는 검사 필요성을 질문형으로 제시,"국가검진, 건강검진, 위내시경, 대장내시경, 복부초음파",FMT-HEALTHCHECK-ADDITIONAL-TEST-001,추가 검사 제안형,국가 검진에 추가로 하면 좋은 검사,기본 검진의 한계 제시 → 추가 검사 항목 → 대상자별 확인 유도,"검사명 강조, 의사 말풍선, 짧은 체크리스트 자막",,20-30초,,무주공산,0,검토,내용·형식,김주성·오약·선영,판정불가(지표없음),,국가검진에 더해 고려할 검사 항목을 내과 전문의가 설명하는 건강검진 안내 릴스,이미 알고 있는 국가검진을 출발점으로 추가 검사라는 빈틈을 제시해 시청자의 자기 점검을 유도한다.,국가검진만 받았는데도 추가로 확인할 검사가 있을까요? / 기본 검진과 추가 검사의 차이를 대상별로 나눠보세요 / 검진 결과만으로 영양제·검사를 결정하지 말고 확인할 기준부터 정리하세요,,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 3,924, 댓글 50, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 건강·자가점검 → 약국·의료현장 포맷 공백을 신규 FMT-HEALTHCHECK-ADDITIONAL-TEST-001로 보완. 조회수 미확인·기존 판정불가 지표는 유지.",2026-08-05T20:08:00.000Z,DF_oD7SSDcK.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 3,328·계정중앙조회수 3,899.5. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
YOSHANCHUEN-DXNS1eXE3jM,2026-08-05T17:05:10.151Z,E2-게이트후보,yoshanchuen,행신 코리아약국,3021,국내 메디컬 인접 계정,국내,2026-04-16,112,https://www.instagram.com/yoshanchuen/reel/DXNS1eXE3jM/,DXNS1eXE3jM,릴스,5,,1416,101,,,,,,0.0713,0,광고아님,약국 운영 경험 공유이며 특정 상품 광고·판매 CTA 없음.,약물안전·복약,약국 소모품·재고 운영 일기,약품·소모품 가격 인상을 약사의 실제 운영 고민으로 전달,"약국운영, 재고, 타이레놀, 조제실, 약봉투, 약사일기",,현장 일기·사회 이슈,약국은 점점 소모품 전쟁이겠구나,새벽 뉴스·가격 인상 발견 → 약국 재고와 비용 고민 → 일정·대응 공유,"일기 자막, 날짜·가격 변동 강조, 감정 리액션",,,,무주공산,0,,내용·형식,김주성·선영,판정불가(지표없음),,타이레놀과 약국 소모품 가격 인상을 약사의 재고 운영 고민과 함께 풀어낸 현장 일기형 릴스,약국 운영자의 실제 비용·재고 문제를 사회 이슈와 연결해 약사 직업의 현실성을 콘텐츠로 만든다.,약국에서 실제로 겪는 재고·배송·복약상담 상황을 날짜와 숫자 중심의 짧은 현장 일기로 기록,,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 1,416, 댓글 101, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 약물안전 → 약물안전·복약",2026-08-05T20:08:00.000Z,DXNS1eXE3jM.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 3,021·계정중앙조회수 2,154. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
YAKINMAGAZIN-DU5YuteEown,2026-08-05T17:36:19.178Z,E2-게이트후보,yakin_magazine,yakin_magazine,1430,국내 메디컬 인접 계정,국내,2026-02-18,169,https://www.instagram.com/yakin_magazine/reel/DU5YuteEown/,DU5YuteEown,릴스,44,,15489,37,,,,,,0.0024,0,광고아님,관계·감정 웰니스 설명 중심이며 상품 광고·판매 CTA 없음.,생활습관,감정 재구성·관계 스트레스,미운 사람을 빌런이 아닌 입체적인 인물로 바라보는 관점 전환,"감정, 관계, 스트레스, 미움, 마음건강, 웰니스",,문장 인용·관점 전환,너무 미우면 사랑해버려요,인용 문장 → 흔한 감정 처리 방식 → 영화 비유 → 오늘의 실천 제안,"문장 중심 자막, 영화 장면 연상 이미지, 짧은 문단 전환",,,,무주공산,0,,형식,선영,판정불가(지표없음),,미운 사람을 인생 영화의 입체적인 주인공으로 재구성하며 감정과 관계를 다루는 웰니스형 릴스,추상적인 감정 조절을 영화의 빌런·주인공 비유로 바꾸어 시청자가 자신의 관계를 다시 해석하게 만든다.,약국 상담에서 자주 나오는 스트레스·수면 고민을 영화·장면·캐릭터 비유로 바꾸고 마지막에 실행 가능한 한 가지를 제안,,,검토,"2026-08-06 재방문. 페이지 JSON에서 좋아요 15,489, 댓글 37, view_count=null 확인. 조회수·배수·좋아요율은 빈칸 유지.; 카테고리 §5 정규화(2026-08-06): 정신건강·생활습관 → 생활습관",2026-08-05T20:08:00.000Z,DU5YuteEown.jpg,판정불가(지표없음),"게시물 view_count=null, 팔로워 1,430·계정중앙조회수 534. 공개 조회수 부재로 배수 산출 불가.",판정불가(지표없음): 조회수 없음,불명,참여율비 없음
